"var_titulo";"var_valoracion";"var_reviews";"var_categoria";"var_latitud";"var_longitud";"var_direccion";"var_plus_code";"var_web";"var_telefono";"var_women_led";"var_horarios";"var_cierre_temp";"var_url_gg"
"QS Gestión de Edificios y Servicios Asociados, S.L.";0;0;"Empresa de software";42,3538119;-3,6807554;"Calle Luis Cernuda, nº12, bajo, 09006 Burgos";"9839+GM Burgos";"qsgesa.es";"0";"0";"0";"-";"https://www.google.es/maps/place/QS+Gesti%C3%B3n+de+Edificios+y+Servicios+Asociados,+S.L./@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fcbfc59aba13:0x7e012a2def4ce0d4!8m2!3d42.3538119!4d-3.6807554"
"Mapissimo";0;0;"Empresa de software";41,6845848;-4,7405809;"Calle Flauta, 4, 47170 Valladolid";"M7M5+RQ Valladolid";"mapissimo.com";"0";"0";"0";"-";"https://www.google.es/maps/place/Mapissimo/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4772c7a7475a47:0x343c3578d01b232a!8m2!3d41.6845848!4d-4.7405809"
"PLUMTIC";0;0;"Empresa de software";41,6186021;-4,7474005;"Calle de Vega Sicilia, 2, 47008 Valladolid";"J793+C2 Valladolid";"plumtic.es";"655 24 55 66";"0";"martes, De 8:00 a 19:00; miércoles, De 8:00 a 19:00; jueves, De 8:00 a 19:00; viernes, De 8:00 a 19:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:00 a 19:00.";"-";"https://www.google.es/maps/place/PLUMTIC/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4712a8ab2a3a27:0x632302fbce9ffd19!8m2!3d41.6186021!4d-4.7474005"
"Codice Software";4,8;4;"Empresa de software";41,5191676;-4,7155473;"47151, Valladolid";"G79M+MQ Viana de Cega";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Codice+Software/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd471545c55a50fb:0xba85d77368e71f2f!8m2!3d41.5191676!4d-4.7155473"
"GDP Software";3;1;"Empresa de software";41,6588058;-4,7139877;"Plaza Campus Universitario, 1, 47002 Valladolid";"M75P+GC Valladolid";"gdpsoft.com";"983 11 43 49";"0";"martes, De 8:00 a 14:00, De 16:00 a 19:00; miércoles, De 8:00 a 14:00, De 16:00 a 19:00; jueves, De 8:00 a 14:00, De 16:00 a 19:00; viernes, De 8:00 a 14:00, De 16:00 a 19:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:00 a 14:00, De 16:00 a 19:00.";"-";"https://www.google.es/maps/place/GDP+Software/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4772ad0292ed5d:0xe4a6dea0f1e359a6!8m2!3d41.6588058!4d-4.7139877"
"Elecnor Deimos S.L.U.";0;0;"Empresa de software";41,6202567;-4,7264671;"Paseo Arco de Ladrillo, 88, 47008 Valladolid";"J7CF+4C Valladolid";"kyrosweb.es";"983 54 96 20";"0";"0";"-";"https://www.google.es/maps/place/Elecnor+Deimos+S.L.U./@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd47132b155d13c3:0x9943a4a7894f2c32!8m2!3d41.6202567!4d-4.7264671"
"TECNOLOG Asesores Informaticos";0;0;"Empresa de software";41,9966652;-4,5167256;"Calle Viena, 4, 34004 Palencia";"XFWM+M8 Palencia";"tecnolog.com";"979 16 00 81";"0";"0";"-";"https://www.google.es/maps/place/TECNOLOG+Asesores+Informaticos/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd47b1d3cdfc94db:0x9b885f84f6067303!8m2!3d41.9966652!4d-4.5167256"
"Peñalara Software S.L.";0;0;"Empresa de software";40,9472545;-4,1174895;"Calle Teodosio el Grande, 8, oficina 7, 40001 Segovia";"WVWM+W2 Segovia";"penalara.com";"921 10 00 69";"0";"martes, De 8:30 a 13:30, De 16:30 a 18:30; miércoles, De 8:30 a 13:30, De 16:30 a 18:30; jueves, De 8:30 a 13:30, De 16:30 a 18:30; viernes, De 8:30 a 14:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:30 a 13:30, De 16:30 a 18:30.";"-";"https://www.google.es/maps/place/Pe%C3%B1alara+Software+S.L./@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd413f81dd486291:0xfb3a98ab11f1f3ab!8m2!3d40.9472545!4d-4.1174895"
"Codesian Software Tech S.L.";0;0;"Empresa de software";41,761275;-2,4692973;"Calle Venerable Carabantes, 1, C, 42003 Soria";"QG6J+G7 Soria";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Codesian+Software+Tech+S.L./@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd44d2cf7473435d:0xdd51311be9475f0!8m2!3d41.761275!4d-2.4692973"
"TXUSBET";0;0;"Empresa de software";42,0126082;-4,5177307;"Calle de Marta Domínguez, 5, 4ºA, 34004 Palencia";"2F7J+2W Palencia";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/TXUSBET/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd47b1b4443fffff:0x65e67f59dc712b69!8m2!3d42.0126082!4d-4.5177307"
"Delonia Software Segovia";0;0;"Empresa de software";40,9450024;-4,1167971;"Plaza de Somorrostro, 13, 40005 Segovia";"WVWM+27 Segovia";"delonia.com";"913 92 41 95";"0";"0";"-";"https://www.google.es/maps/place/Delonia+Software+Segovia/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd413f9580e8b4c3:0x4f99f2c9ce7593d2!8m2!3d40.9450024!4d-4.1167971"
"Metrix";4,9;7;"Empresa de software";42,3418133;-3,7018937;"Calle de Lain Calvo, 16, Piso 1, 09003 Burgos";"87RX+P6 Burgos";"metrix.es";"610 09 95 78";"0";"martes, De 8:00 a 21:00; miércoles, De 8:00 a 21:00; jueves, De 8:00 a 21:00; viernes, De 8:00 a 21:00; sábado, De 8:00 a 21:00; domingo, De 8:00 a 21:00; lunes, De 8:00 a 21:00.";"-";"https://www.google.es/maps/place/Metrix/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fda8412bd1a5:0x2c09ac083b1dc673!8m2!3d42.3418133!4d-3.7018937"
"Alten BOECILLO";3,1;9;"Empresa de software";41,516819;-4,7207764;"Calle Juan de Arfe y Villafañe, 116, 47151 Boecillo, Valladolid";"G78H+PM Boecillo";"alten.es";"983 54 81 68";"0";"0";"-";"https://www.google.es/maps/place/Alten+BOECILLO/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd47154e59af2179:0x6ef62b105015c703!8m2!3d41.516819!4d-4.7207764"
"ADMTOOLS®";5;2;"Empresa de software";42,3474872;-3,69525;"Calle de Clunia, 15, 09005 Burgos";"88W3+XW Burgos";"admtools.com";"947 25 77 14";"0";"martes, De 9:00 a 19:00; miércoles, De 9:00 a 19:00; jueves, De 9:00 a 19:00; viernes, De 9:00 a 19:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 19:00.";"-";"https://www.google.es/maps/place/ADMTOOLS%C2%AE/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fd2a2c5b3f89:0x84ae18a980062b32!8m2!3d42.3474872!4d-3.69525"
"Iscar Software de Arquitectura S.L";4,2;5;"Empresa de software";41,362175;-4,5246129;"C. Hoyos, 73, 47420 Íscar, Valladolid";"9F6G+V5 Íscar";"iscarnet.com";"983 62 03 47";"0";"martes, De 8:00 a 14:00, De 15:00 a 17:00; miércoles, De 8:00 a 14:00, De 15:00 a 17:00; jueves, De 8:00 a 14:00, De 15:00 a 17:00; viernes, De 9:00 a 14:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:00 a 14:00, De 15:00 a 17:00.";"-";"https://www.google.es/maps/place/Iscar+Software+de+Arquitectura+S.L/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4725775804ce9b:0x7a331b9da24846f0!8m2!3d41.362175!4d-4.5246129"
"KAT Software";0;0;"Empresa de software";41,6429423;-4,7402951;"Paseo Cid, N 2, 47006 Valladolid";"J7V5+5V Valladolid";"katsoftware.net";"983 47 03 97";"0";"0";"-";"https://www.google.es/maps/place/KAT+Software/@41.5579951,-5.8456562,7z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd476d38795c2345:0xb1a0609a9d6c70cc!8m2!3d41.6429423!4d-4.7402951"
"Datio Software";4,1;7;"Empresa de software";41,627734;-4,708271;"Calle Magnesio 2, Planta 1ª - Oficina 8, 47012 Valladolid";"J7HR+3M Valladolid";"datio.es";"983 39 01 31";"0";"martes, De 7:00 a 15:00; miércoles, De 7:00 a 15:00; jueves, De 7:00 a 15:00; viernes, De 7:00 a 15:00; sábado, Cerrado; domingo, Cerrado; lunes, De 7:00 a 15:00.";"-";"https://www.google.es/maps/place/Datio+Software/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4712de378b580d:0xbbe4bd06da55356f!8m2!3d41.627734!4d-4.708271"
"Xenon publicidad";1;1;"Empresa de software";42,352654;-3,6501257;"Calle La Bureba 5, Naves San Miguel, 44, 09007 Burgos";"983X+3W Burgos";"xenonpublicidad.com";"947 05 79 07";"0";"martes, De 9:00 a 16:00; miércoles, De 9:00 a 16:00; jueves, De 9:00 a 16:00; viernes, De 9:00 a 16:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 16:00.";"-";"https://www.google.es/maps/place/Xenon+publicidad/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fd47cadb65cf:0x19573fd361aeda97!8m2!3d42.352654!4d-3.6501257"
"EMPRESA SOFTWARE PARA CONSTRUCCIÓN - SOION";0;0;"Empresa de software";42,4524559;-2,4608204;"Parque de los Picos de Urbión, 17, 1C, 26008 Logroño, La Rioja";"FG2Q+XM Logroño";"soion.es";"941 63 00 03";"0";"martes, De 8:00 a 20:00; miércoles, De 8:00 a 20:00; jueves, De 8:00 a 20:00; viernes, De 8:00 a 20:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:00 a 20:00.";"-";"https://www.google.es/maps/place/EMPRESA+SOFTWARE+PARA+CONSTRUCCI%C3%93N+-+SOION/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4554acc90e09f1:0x8c408a5dd2b6200e!8m2!3d42.4524559!4d-2.4608204"
"Art3misa Soluciones Digitales";5;6;"Empresa de software";42,3508806;-3,7156623;"Av. Alcalde Valentín Niño, 27, 09003 Burgos";"972M+9P Burgos";"0";"605 89 59 10";"0";"martes, De 9:00 a 18:00; miércoles, De 9:00 a 18:00; jueves, De 9:00 a 18:00; viernes, De 9:00 a 18:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 18:00.";"-";"https://www.google.es/maps/place/Art3misa+Soluciones+Digitales/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fd3c55165965:0x1c851c9e2aff6a6a!8m2!3d42.3508806!4d-3.7156623"
"José Manuel Sáiz Díez";5;1;"Empresa de software";42,3494346;-3,6612665;"Plaza Avelino Antolín Toledano, 9, 09007 Burgos";"88XQ+QF Burgos";"0";"947 47 40 94";"0";"0";"-";"https://www.google.es/maps/place/Jos%C3%A9+Manuel+S%C3%A1iz+D%C3%ADez/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fb58baa8a58f:0x7138dd22bb2c047a!8m2!3d42.3494346!4d-3.6612665"
"Organic Software";0;0;"Empresa de software";41,9991108;-4,5221197;"Calle Santiago, 16, 34004 Palencia";"XFXH+J5 Palencia";"0";"615 60 15 20";"0";"0";"-";"https://www.google.es/maps/place/Organic+Software/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd47b02d5fecbc4d:0xa3202da3d3c17ecb!8m2!3d41.9991108!4d-4.5221197"
"Datacyl Software SL";0;0;"Empresa de software";41,6521043;-4,7315628;"Calle San Lorenzo, 5, 47001 Valladolid";"M729+R9 Valladolid";"0";"983 36 12 52";"0";"0";"-";"https://www.google.es/maps/place/Datacyl+Software+SL/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd476d4c2eb0a40b:0x76779439e90583ee!8m2!3d41.6521043!4d-4.7315628"
"DGH Technological Solutions S.L.";4,7;7;"Empresa de software";42,338341;-3,725463;"Calle las Claustrillas, 1, 09001 Burgos";"87QF+8R Burgos";"dgh.es";"947 25 20 50";"0";"martes, De 8:30 a 14:00, De 16:00 a 18:30; miércoles, De 8:30 a 14:00, De 16:00 a 18:30; jueves, De 8:30 a 14:00, De 16:00 a 18:30; viernes, De 8:30 a 14:00, De 16:00 a 18:30; sábado, Cerrado; domingo, Cerrado; lunes, De 8:30 a 14:00, De 16:00 a 18:30.";"-";"https://www.google.es/maps/place/DGH+Technological+Solutions+S.L./@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fd4a2a81f6ed:0xe765a5704cfdf5ca!8m2!3d42.338341!4d-3.725463"
"Inforteka";0;0;"Empresa de software";42,3622032;-3,6530176;"Calle Padre Arregui, s/n, 09007 Burgos";"0";"0";"947 06 34 19";"0";"0";"-";"https://www.google.es/maps/place/Inforteka/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fb65909ab43b:0x7575f253349776fd!8m2!3d42.3622032!4d-3.6530176"
"Regoluna";5;2;"Empresa de software";42,3492014;-3,7157512;"Calle Rosa Sensat, 11, 09003 Burgos";"87XM+MM Burgos";"regoluna.com";"947 55 82 32";"0";"0";"-";"https://www.google.es/maps/place/Regoluna/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fb170345e041:0xaa14152a345127de!8m2!3d42.3492014!4d-3.7157512"
"DELUARC SOFTWARE FACTORY";5;3;"Empresa de software";41,6282748;-4,7274916;"Centro Madrid, 1ª, Paseo Arco de Ladrillo, 88, 47008 Valladolid";"J7HF+82 Valladolid";"deluarc.es";"983 22 02 89";"0";"0";"-";"https://www.google.es/maps/place/DELUARC+SOFTWARE+FACTORY/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4712d4b15aadc9:0xf9b33be9d51244ce!8m2!3d41.6282748!4d-4.7274916"
"Optimyth Software Technologic";0;0;"Empresa de software";41,6491248;-4,7242161;"Calle José María Lacort, 2, 47002 Valladolid";"J7XG+J8 Valladolid";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Optimyth+Software+Technologic/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4712b389530a4d:0x563c7abca1b746a3!8m2!3d41.6491248!4d-4.7242161"
"Optimyth Software";5;1;"Empresa de software";41,6473949;-4,7260468;"Calle Gamazo, 6, 47004 Valladolid";"J7WF+XH Valladolid";"0";"983 30 61 72";"0";"martes, De 8:30 a 18:00; miércoles, De 8:30 a 18:00; jueves, De 8:30 a 18:00; viernes, De 8:00 a 15:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:30 a 18:00.";"-";"https://www.google.es/maps/place/Optimyth+Software/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4712b4ec58450d:0x3ecac85109ba561f!8m2!3d41.6473949!4d-4.7260468"
"KAT Software";0;0;"Empresa de software";41,6236311;-4,7410532;"Calle Dr. Moreno, 32, 47008 Valladolid";"J7F5+FH Valladolid";"katsoftware.net";"983 47 03 97";"0";"0";"-";"https://www.google.es/maps/place/KAT+Software/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd476d277bf0a727:0x6457bd55f44bfbbc!8m2!3d41.6236311!4d-4.7410532"
"Kisters Ibérica";5;1;"Empresa de software";41,6382745;-4,7607184;"Wellington Center, Calle de Hernando de Acuña, 34, piso 1º oficina 3, 47014 Valladolid";"J6QQ+8P Valladolid";"water.kisters.de";"983 33 07 44";"0";"martes, De 9:00 a 18:00; miércoles, De 9:00 a 18:00; jueves, De 9:00 a 18:00; viernes, De 9:00 a 18:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 18:00.";"-";"https://www.google.es/maps/place/Kisters+Ib%C3%A9rica/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd476d0a1ded0dcd:0x8e9fd60530a17a00!8m2!3d41.6382745!4d-4.7607184"
"Posicionamiento web Burgos";0;0;"Empresa de software";42,3451456;-3,6841924;"Calle Vitoria, 75, 09006 Burgos";"88W8+38 Burgos";"posicionamientowebburgos.com";"617 89 21 38";"0";"martes, De 8:00 a 19:00; miércoles, De 8:00 a 19:00; jueves, De 8:00 a 19:00; viernes, De 8:00 a 19:00; sábado, De 9:00 a 14:30; domingo, Cerrado; lunes, De 8:00 a 19:00.";"-";"https://www.google.es/maps/place/Posicionamiento+web+Burgos/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fcc7dc828181:0xd519bde694acd711!8m2!3d42.3451456!4d-3.6841924"
"PartnersMy";5;1;"Empresa de software";42,3412122;-3,7010964;"Plaza Mayor, 27, 3, 09003 Burgos";"87RX+FH Burgos";"partnersmy.com";"0";"0";"0";"-";"https://www.google.es/maps/place/PartnersMy/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fcd64e495557:0x40874bdb9a4d74f3!8m2!3d42.3412122!4d-3.7010964"
"Softeca Internet SL";5;5;"Empresa de software";42,33425;-3,71649;"Calle Caleruega, nº 53, Local 1, 09001 Burgos";"87MM+MC Burgos";"softeca.es";"947 24 50 78";"0";"martes, De 8:00 a 18:00; miércoles, De 8:00 a 18:00; jueves, De 8:00 a 18:00; viernes, De 8:00 a 15:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:00 a 18:00.";"-";"https://www.google.es/maps/place/Softeca+Internet+SL/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fcc4d6a60457:0x8ec64bcb475d1d88!8m2!3d42.33425!4d-3.71649"
"Cimatech Burgos";4,5;4;"Empresa de software";42,3350864;-3,6996023;"Calle Caja de Ahorros Municipal, 1, 09001 Burgos";"88P2+25 Burgos";"cimatech.com";"947 26 35 72";"0";"martes, De 9:00 a 18:00; miércoles, De 9:00 a 18:00; jueves, De 9:00 a 18:00; viernes, De 9:00 a 18:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 18:00.";"-";"https://www.google.es/maps/place/Cimatech+Burgos/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fcd4c51ead3d:0xa966aa43f3e94d9!8m2!3d42.3350864!4d-3.6996023"
"PROGRAMADOR FREELANCE | DESARROLLADOR DE APLICACIONES A MEDIDA";5;4;"Empresa de software";35,7142164;-6,9163904;"0";"0";"programadorburgos.es";"653 85 89 38";"0";"martes, De 9:00 a 19:00; miércoles, De 9:00 a 19:00; jueves, De 9:00 a 19:00; viernes, De 9:00 a 19:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 19:00.";"-";"https://www.google.es/maps/place/PROGRAMADOR+FREELANCE+%7C+DESARROLLADOR+DE+APLICACIONES+A+MEDIDA/@0.0376172,-44.8600598,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fca38bcae239:0x73ce0655211bf468!8m2!3d35.7142164!4d-6.9163904"
"It Now S A";0;0;"Empresa de software";42,3357859;-3,7024659;"Lugar Barrio Gimeno, 25, 09001 Burgos";"87PX+82 Burgos";"0";"947 20 99 60";"0";"0";"-";"https://www.google.es/maps/place/It+Now+S+A/@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fcd56426225d:0x600ac6d10f705b45!8m2!3d42.3357859!4d-3.7024659"
"Comodoo Desarrollo de software";0;0;"Empresa de software";42,359028;-3,634085;"Avenida de la innovación, s/n, CEEI Dto 40, 09007 Burgos";"9958+J9 Burgos";"comodoo.es";"947 04 99 33";"0";"martes, De 9:30 a 19:30; miércoles, De 9:30 a 19:30; jueves, De 9:30 a 19:30; viernes, De 9:30 a 19:30; sábado, Cerrado; domingo, Cerrado; lunes, De 9:30 a 19:30.";"-";"https://www.google.es/maps/place/Comodoo+Desarrollo+de+software/@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fb171d0d4a91:0x3a4bbd95810a468b!8m2!3d42.359028!4d-3.634085"
"Sáiz-Andrade Consultoría Tecnológica SL";4,4;7;"Empresa de software";42,3512266;-3,6595614;"C/Juan Ramón Jimenez s/n P.I. Pentasa III - Nave 250B, 09007 Burgos";"982R+F5 Burgos";"sancotec.com";"947 07 90 69";"0";"martes, De 8:00 a 18:00; miércoles, De 8:00 a 18:00; jueves, De 8:00 a 18:00; viernes, De 8:00 a 18:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:00 a 18:00.";"-";"https://www.google.es/maps/place/S%C3%A1iz-Andrade+Consultor%C3%ADa+Tecnol%C3%B3gica+SL/@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fca026b69aff:0x1dde8abe83ca1b67!8m2!3d42.3512266!4d-3.6595614"
"DGAssistant Software";0;0;"Empresa de software";42,33983;-3,726335;"09001 Burgos";"87QF+WF Burgos";"dgassistant.com";"+1 888-343-2489";"0";"martes, De 8:00 a 14:00, De 16:00 a 19:00; miércoles, De 8:00 a 14:00, De 16:00 a 19:00; jueves, De 8:00 a 14:00, De 16:00 a 19:00; viernes, De 8:00 a 14:00, De 16:00 a 19:00; sábado, Cerrado; domingo, Cerrado; lunes, De 8:00 a 14:00, De 16:00 a 19:00.";"-";"https://www.google.es/maps/place/DGAssistant+Software/@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fcd0a6b0e0ad:0x34b31cb94d4b0cf4!8m2!3d42.33983!4d-3.726335"
"It Now S A";0;0;"Empresa de software";42,22605;-4,00793;"Calle Estación, 0 S N, 09226 Villaquirán de los Infantes, Burgos";"6XGR+CR Villaquirán de los Infantes";"0";"947 16 11 38";"0";"0";"-";"https://www.google.es/maps/place/It+Now+S+A/@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd46141550d49d3b:0x75c42cbafd2f5b89!8m2!3d42.22605!4d-4.00793"
"Arfix";5;2;"Empresa de software";35,7146136;-6,9165117;"0";"0";"0";"0";"0";"0";"-";"https://www.google.es/maps/place/Arfix/@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4741dbcef336f7:0x3e948494ab9d45fe!8m2!3d35.7146136!4d-6.9165117"
"Arka Software";0;0;"Empresa de software";42,335102;-3,6995905;"Calle Caja de Ahorros Municipal, 1, 4ºC, 09002 Burgos";"88P2+25 Burgos";"arkasoftware.com";"947 26 29 13";"0";"martes, De 9:00 a 18:00; miércoles, De 9:00 a 18:00; jueves, De 9:00 a 18:00; viernes, De 9:00 a 15:00; sábado, Cerrado; domingo, Cerrado; lunes, De 9:00 a 18:00.";"-";"https://www.google.es/maps/place/Arka+Software/@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd45fcd4c5444cef:0x66633a20ff82660f!8m2!3d42.335102!4d-3.6995905"
"It Now S A";0;0;"Empresa de software";41,58726;-3,06872;"Calle General, Calle Álvarez de Castro, 12, 42300 El Burgo de Osma, Soria";"HWPJ+WG El Burgo de Osma";"0";"975 34 11 17";"0";"0";"-";"https://www.google.es/maps/place/It+Now+S+A/@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd44f5108da1c71f:0x10330841f8c9c303!8m2!3d41.58726!4d-3.06872"
"ViDay";5;15;"Empresa de software";35,7146136;-6,9165117;"0";"0";"viday.es";"651 99 66 26";"0";"0";"-";"https://www.google.es/maps/place/ViDay/@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd476d8fc07e1159:0x1a6ea4832e741aa1!8m2!3d35.7146136!4d-6.9165117"
"Serarni Apps";0;0;"Empresa de software";44,9241766;-45,0796835;"0";"0";"serarni.com";"609 53 93 94";"0";"martes, De 19:30 a 21:30; miércoles, De 19:30 a 21:30; jueves, De 19:30 a 21:30; viernes, De 16:00 a 21:30; sábado, De 10:00 a 14:00; domingo, Cerrado; lunes, De 19:00 a 21:30.";"-";"https://www.google.es/maps/place/Serarni+Apps/@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4713d26a0597cb:0xefc4fa67fa13a1b8!8m2!3d44.9241766!4d-45.0796835"
"Siddex";5;2;"Empresa de software";-6,0945432;-52,5599386;"0";"0";"siddex.com";"983 21 83 60";"0";"0";"-";"https://www.google.es/maps/place/Siddex/@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4712b1dedb54bb:0x71aba7b119ec4afe!8m2!3d-6.0945432!4d-52.5599386"
"Wappa Software Engineering S.L.";0;0;"Empresa de software";41,5923983;-4,7219528;"Calle el Castaño, 26, 47140 Laguna de Duero, Valladolid";"H7RH+X6 Laguna de Duero";"wappa.net";"983 01 52 04";"0";"0";"-";"https://www.google.es/maps/place/Wappa+Software+Engineering+S.L./@12.665302,-45.0796835,2z/data=!4m8!1m2!2m1!1s+Aranda+de+Duero+Empresa+de+software!3m4!1s0xd4713518fe3ffff:0xa289e660de82fbd0!8m2!3d41.5923983!4d-4.7219528"
