"","Denominación_social","Domicilio_social","Latitud","Longitud","Fecha_constitución","CNAE","Objeto_social","Tamaño_empresa_por_facturación","Índice_crec_interanual_ventas","Tamaño_empresa_por_empleados","Empleo_fijo","Empleo_temporal","Teléfono","Estado","URL","Metatag_descripción","RRSS","Cotización_en_bolsa","Actividad_internacional","Capital_social","Empleados","Empleados_año","Resultado","Municipio"
"3396","Viñedos Y Bodegas Garcia Figuero Sl","CALLE DIPUTACION, 18",41.74099934,-3.87533192,"20/01/2001","1102 - Elaboración de vinos","Elaboración de vino tinto.","Entre 3 y 6 millones €","2017: 
2018: 3,25 %
2019: 4,91 %","Entre 5 y 25","2015: 84,61 %
2016: 73,33 %
2017: 75,00 %
2018: 70,58 %
2019: 60,00 %","2015: 15,38 %
2016: 26,66 %
2017: 25,00 %
2018: 29,41 %
2019: 40,00 %","947542127","Activa","http://www.tintofiguero.com","- -","http://facebook.com/TintoFiguero, http://twitter.com/FigueroWines","NO","Importa y Exporta","433.007 €","17 (año 2020)","2020","Positivo Consultar","Horra"
"3397","Bodegas Hermanos Sastre Sl","CALLE SAN PEDRO, S/N",41.73967617,-3.87526326,"15/07/1991","1102 - Elaboración de vinos","- Elaboración de vino tinto.","Entre 1,5 y 3 millones €","2017: 
2018: -2,95 %
2019: -2,64 %","Entre 5 y 25","2015: 77,77 %
2016: 77,77 %
2017: 77,77 %
2018: 87,50 %
2019: 87,50 %","2015: 22,22 %
2016: 22,22 %
2017: 22,22 %
2018: 12,50 %
2019: 12,50 %","947542108","Activa","http://www.vinasastre.com","- -","/facebook, /instagram","NO","Importa y Exporta","108.182,18 €","8 (año 2020)","2020","Positivo Consultar","Horra"
"3398","Bodegas Balbas Sl","LUGAR PARAJE LA MAJADA (S N)",41.742411,-3.87464,"27/07/1988","1102 - Elaboración de vinos","Comercialización, elaboración y crianza de vinos.","Entre 1,5 y 3 millones €","2017: 
2018: -14,18 %
2019: 16,22 %","Entre 5 y 25","2015: 90,90 %
2016: 90,90 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 9,09 %
2016: 9,09 %
2017: 0 %
2018: 0 %
2019: 0 %","947542111","Activa","http://www.balbas.es","Bodegas Balbás - Pioneros de la Ribera del Duero, desde 1777. Más de 200 años elaborando vino Ribera del Duero. Apostando por la tradición y la innovación. Somos las sexta generación de viticultores.  Ribera del Duero","","NO","Importa y Exporta","126.212,54 €","14 (año 2020)","2020","Positivo Consultar","Horra"
"3399","Bodega Coop Virgen De La Asuncion","CARRETERA BU-110 (AFUERAS), S/N",0,0,"01/01/1957","1102 - Elaboración de vinos","Gestión de bodega de vinos bajo la denominación Ribera del Duero.","Entre 1,5 y 3 millones €","2015: 
2017: 51,5 %
2018: -21,68 %
2019:  %","Entre 5 y 25","2013: 100,00 %
2014: 100,00 %
2015: 100,00 %
2017: 100,00 %
2018: 100,00 %","2013: 0 %
2014: 0 %
2015: 0 %
2017: 0 %
2018: 0 %","947542057","Activa","http://www.virgendelaasuncion.com","BODEGA COOPERATIVA VIRGEN DE LA ASUNCIÓN - Vinos de la Ribera del Duero bodega de vinos,vinos ribera del duero","","NO","Importa y Exporta","651.371,03 €","9 (año 2020)","2020","Negativo Consultar","Horra"
"3401","Bodegas La Horra Sl","LUGAR LA HORRA (CM DE ANGUIX), S/N",41.742705,-3.87524,"06/04/2009","1102 - Elaboración de vinos","Elaboración y venta de vino Ribera del Duero.","Entre 0,6 y 1,5 millones €","2017: 
2018: 11,86 %
2019: 4,46 %","Entre 5 y 25","2016: 100,00 %
2017: 83,33 %
2018: 85,71 %
2019: 85,71 %","2016: 0 %
2017: 16,66 %
2018: 14,28 %
2019: 14,28 %","941303001","Activa","http://www.bodegaslahorra.es","Bodegas Roda, descubra nuestros excelentes vinos de Rioja. Bodega ubicada sobre un calado centenario en el emblemático barrio de la estación de Haro. Roda, cata comentada, calado, cueva, gruta, premios, enoturismo, añadas, bodegas en Haro, bodegas en La Rioja, roda i, roda I, roda 1, boda Marta Ortega, boda heredera Zara, boda heredera Inditex, boda del año, hija Amancio Ortega, Zara, Inditex, Amancio Ortega, Cirsion, cirsión, roda, sela, vino roda, roda vino precio, roda vino rioja, roda vino tinto, bodegas riojanas, bodegas la rioja, bodegas la rioja alta, bodegas haro, bodegas haro rioja, bodega haro, bodega rioja, bodega en haro, bodega en rioja, bodega en la rioja, bodega en rioja alta, rioja vino, rioja vino tinto, haro vino, haro vino rioja, haro vino tinto, haro vino bodega, rioja vinos precios, rioja vinos bodegas, visitar en haro, bodegas para visitar, bodegas en haro para visitar","https://www.facebook.com/BodegasRoda/, https://www.facebook.com/BodegasRoda/, https://www.facebook.com/BodegasRoda/, https://www.facebook.com/BodegasRoda/, https://twitter.com/BodegasRoda, https://twitter.com/BodegasRoda, https://twitter.com/BodegasRoda, https://twitter.com/BodegasRoda, https://www.instagram.com/bodegasroda/, https://www.instagram.com/bodegasroda/, https://www.instagram.com/bodegasroda/, https://www.instagram.com/bodegasroda/","NO","Exporta","1.250.000 €","7 (año 2020)","2020","Positivo Consultar","Horra"
"3402","Bodegas Asenjo & Manso Sl","CARRETERA CL-619, KM 58.200",0,0,"29/04/2004","1102 - Elaboración de vinos","Elaboración y crianza de vinos de crianza y alta expresión.","Entre 0,6 y 1,5 millones €","2017: 
2018: 0,07 %
2019: 16,16 %","Menos de 5","2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %","-","Activa","http://www.asenjo-manso.com","Toda la información sobre las bodegas y viñedos Asenjo&Manso ubicados en la Horra. Perteneciente a la Ribera de Duero. Enoturismo, Venta de Vino, contacto -","www.facebook.com/bodegas.ceres, https://www.facebook.com/bodegas.ceres/?pnref=lhc, http://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.asenjo-manso.com%2F&t=inicio, https://twitter.com/ceresbodegas, https://twitter.com/share?url=https%3A%2F%2Fwww.asenjo-manso.com%2F&text=inicio, https://www.instagram.com/bodegasceres/","NO","Importa y Exporta","450.000 €","3 (año 2019)","2019","Positivo Consultar","Horra"
"3403","Bodegas Santa Eulalia Sa","CALLE MALPICA, S/N",0,0,"24/05/1988","1102 - Elaboración de vinos","Elaboración,crianza y comercialización de vinos tintos.","Entre 0,6 y 1,5 millones €","2016: 
2017: -10,12 %
2018: -25,59 %
2019:  %","Menos de 5","2014: 66,66 %
2015: 50,00 %
2016: 75,00 %
2017: 75,00 %
2018: 75,00 %","2014: 33,33 %
2015: 50,00 %
2016: 25,00 %
2017: 25,00 %
2018: 25,00 %","983586868","Activa","http://www.bodegasfrutosvillar.com","Vinos de excelente calidad de la Denominacion de Origen Cigales, Rueda, Toro y Ribera del Duero. Bodega situada en Cigales, Valladolid, con una reconocida trayectoria, marcada por la tradicion, el esfuerzo y la calidad. -","https://www.facebook.com/frutosvillar, https://twitter.com/@FrutosVillar, https://www.instagram.com/bodegas_frutos_villar/","NO","No constan","570.961,5 €","4 (año 2020)","2020","Positivo Consultar","Horra"
"3406","Bodegas Fuentenarro Sl","AVENIDA CONSTITUCION, 32",41.74161256,-3.87477661,"09/11/2001","1102 - Elaboración de vinos","LAS EXPLOTACIONES AGRICOLAS Y GANADERAS, ASI COMO LA PRODUCCION, ELABORACION, SELECCION, ALMACENAMIENTO Y COMERCIALIZACION DEL VINO Y SUS DERIVADOS.","Entre 300 y 600 mil €","2017: 
2018: -14,41 %
2019: 13,14 %","Menos de 5","2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %","-","Activa","http://www.fuentenarro.com","- -","https://www.facebook.com/bodegas.fuentenarro, https://www.facebook.com/bodegas.fuentenarro, https://twitter.com/fuentenarro, https://twitter.com/fuentenarro, https://twitter.com/fuentenarro, https://www.instagram.com/fuentenarro/, https://www.instagram.com/fuentenarro/, https://www.instagram.com/fuentenarro/","NO","No constan","769.730 €","4 (año 2019)","2019","Positivo Consultar","Horra"
"3407","Bodegas Y Viñedos Monte Aixa Sl","CALLE DIPUTACION, 8",41.74124811,-3.87521424,"28/04/1997","1102 - Elaboración de vinos","LA ELABORACION Y CRIANZA, ASI COMO EMBOTELLADO Y VENTA DE VINOS, MOSTOS, DERIVADOS Y TODO TIPO DE BEBIDAS ALCOHOLICAS O NO, ASI COMO EL COMERCIO AL MAYOR Y AL MENOR DE ESTOS PRODUCTOS. ACTIVIDADES AGRICOLAS Y GANADERAS D","Menor de 300 mil €","2017: 
2018: 36,37 %
2019: -7,15 %","-","Administrador:  ROBERTO B...
 CANDIDO B...:  ROBERTO B...","Administrador: Administrador
 CANDIDO B...: Administrador","947613872","Activa","-","-","-","NO","No constan","4.808,1 €","-","-","Positivo Consultar","Horra"
"3409","Ducado Lampar Sl","CALLE DIPUTACION, 14",41.74110049,-3.87529127,"25/02/2009","1102 - Elaboración de vinos","LA ELABORACION Y CRIANZA, ASI COMO LA VENTA DE VINOS Y SUS DERIVADOS Y SUCOMERCIALIZACION. LABORES DE PLANTACION, SIEMBRA, CULTIVO, RECOLECCION, TRANSPORTE Y TRATAMIENTO AGRICOLA DE TIERRAS, PRODUCTOS AGRICOLAS Y VINICOL","-","Administrador Único:  MARIA CONCEPCION C...","-","-","-","947542067","Activa","-","-","-","NO","No constan","3.100 €","-","-","Positivo Consultar","Horra"
"3444","Bodegas El Lagar De Isilla Sa","CAMINO REAL, 1",41.62964833,-3.48894548,"12/06/1997","1102 - Elaboración de vinos","Elaboración,crianza y comercialización de vinos con D.O. Ribera de Duero.","Entre 0,6 y 1,5 millones €","2017: 
2018: -2,69 %
2019: 9,92 %","Entre 5 y 25","2015: 88,88 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 92,30 %","2015: 11,11 %
2016: 0 %
2017: 0 %
2018: 0 %
2019: 7,69 %","947530434","Activa","http://www.lagarisilla.es","Hotel con encanto 4 estrellas en Ribera del Duero, ambiente unico, tranquilo con todas las comodidades. A 18 km de Aranda de Duero en la bodega El Lagar de Isilla El Lagar de Isilla, hotel  Ribera del Duero, hotel con encanto,  boutique, hotel del vino,  aranda de duero,escapada, ofertas alojamientos,fin de semana, enoturismo","https://www.facebook.com/lagarisilla, https://twitter.com/lagarisilla, https://instagram.com/lagarisilla?igshid=1eb0vsm2dz8cv","NO","Importa y Exporta","1.894.300,49 €","13 (año 2020)","2020","Positivo Consultar","La Vid y Barrios"
"3462","Viña Mambrilla Sl","CARRETERA PEDROSA DE DUERO SN",0,0,"18/05/2000","1102 - Elaboración de vinos","LA ELABORACION Y COMERCIALIZACION DE VINO CON DENOMINACION DE ORIGEN.","Entre 0,6 y 1,5 millones €","2016: 
2017: -16,31 %
2018: -0,99 %","Menos de 5","2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %","2014: 0 %
2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %","947540234","Activa","http://www.mambrilla.com","La bodega, situada en Burgos, refleja en sus vinos el carácter singular de esta tierra y la esencia de la tradición familiar en la DO Ribera del Duero -","https://www.facebook.com/AlidisVinaMambrilla/, https://twitter.com/bodegamambrilla/, https://www.instagram.com/Alidis_V.Mambrilla/","NO","No constan","751.500 €","1 (año 2018)","2018","Positivo Consultar","Mambrilla de Castrejón"
"3463","Bodegas Vizcarra Sl","FINCA CHIRRI, S/N",0,0,"08/08/2003","1102 - Elaboración de vinos","LA ELABORACION Y CRIANZA, ASI COMO EMBOTELLADO Y VENTA DE VINOS, MOSTOS Y TODO TIPO DE BEBIDAS ALCOHOLICAS O NO, ASI COMO EL COMERCIO DE ESTOS PRODUCTOS. ACTIVIDADES AGRICOLAS Y GANADERAS , ASI COMO EL COMERCIO DE PRODUC","Entre 0,6 y 1,5 millones €","2008: ","Entre 5 y 25","2006: 66,66 %
2007: 66,66 %
2008: 40,00 %","2006: 33,33 %
2007: 33,33 %
2008: 60,00 %","947540340","Activa","http://www.vizcarra.es","Vinos de la Ribera del Duero, elegantes y con personalidad gracias a una minuciosa elaboración. -","http://www.facebook.com/bodegasvizcarra, http://www.facebook.com/bodegasvizcarra, https://www.instagram.com/bodegas_vizcarra/, https://www.instagram.com/bodegas_vizcarra/","NO","No constan","193.904 €","5 (año 2012)","2012","Positivo Consultar","Mambrilla de Castrejón"
"3470","Bodegas Vizcarra Ramos Sc (extinguida)","CARRETERA VALDEARCOS DE LA VEGA, 17",0,0,"01/06/1998","1102 - Elaboración de vinos","elaboracion y crianza de vinos, de la denominacion ""Ribera del Duero"".","-","-","Menos de 5","-","-","947540340","Extinguida","-","-","-","NO","No constan","-","4 (año 2005)","2005","-","Mambrilla de Castrejón"
"3480","Bodegas Y Viñedos Roberik Sl.","CALLE PALENCIA (POL INDUSTRIAL ALTO MI), 5 - NAV 1",41.574762,-3.69797,"01/06/2015","1102 - Elaboración de vinos","Elaboración y distribución de vinos, viticultura y venta on-line","Menor de 300 mil €","2017: 
2018: 77,08 %
2019: -12,8 %","Menos de 5","2016: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2016: 0 %
2017: 0 %
2018: 0 %
2019: 0 %","-","Activa","http://www.roberik.com","Abés. Ribera del Duero vino tinto  procedente de viñedos propios. Vendimia seleccionada de nuestros campos de más de 80 años. -","https://www.facebook.com/abeswine/?view_public_for=920793807945086, https://www.facebook.com/abeswine/?view_public_for=920793807945086, https://www.facebook.com/abeswine/?view_public_for=920793807945086, https://twitter.com/abesroberik, https://twitter.com/abesroberik, https://twitter.com/abesroberik","NO","No constan","4.000 €","1 (año 2019)","2019","Positivo Consultar","Milagros"
"3491","Bodegas Valdubon Sl","CARRETERA NACIONAL I MADRID IRUN, KM 151",41.57795,-3.69707,"23/12/1996","1102 - Elaboración de vinos","Elaboración,crianza y comercialización de vino tinto D.O. Ribera del Duero.","Entre 3 y 6 millones €","2018: 
2018: -46,11 %
2019: 69,44 %","Entre 5 y 25","2016: 87,50 %
2017: 100,00 %
2018: 100,00 %
2019: 100,00 %","2016: 12,50 %
2017: 0 %
2018: 0 %
2019: 0 %","947546251","Activa","http://www.valdubon.es","- -","https://www.facebook.com/valdubon/, https://www.facebook.com/valdubon/","NO","No constan","1.397.790 €","9 (año 2019)","2019","Positivo Consultar","Milagros"
"3499","Bodega La Milagrosa S.c.","CARRETERA NACIONAL I MADRID IRUN, 147",41.57795,-3.69707,"10/09/1969","1102 - Elaboración de vinos","-","Entre 0,6 y 1,5 millones €","1998: 
1999: 16,86 %
2000: 56,61 %","Menos de 5","1996: 100,00 %
1997: 100,00 %
1998: 100,00 %
1999: 100,00 %
2000: 100,00 %","1996: 0 %
1997: 0 %
1998: 0 %
1999: 0 %
2000: 0 %","947548026","Activa","http://www.bodegalamilagrosa.com","- -","https://www.facebook.com/Bodega-la-Milagrosa-761165170700591/, https://www.facebook.com/sharer/sharer.php?u=https://www.bodegalamilagrosa.com/&t=Home&redirect_uri=https://www.bodegalamilagrosa.com?sharing-thankyou=yes, https://twitter.com/Milcampos, http://www.linkedin.com/shareArticle?mini=true&ro=true&trk=EasySocialShareButtons&title=Home&url=https://www.bodegalamilagrosa.com/","NO","No constan","279.034,01 €","2 (año 2003)","2003","Positivo Consultar","Milagros"
"3520","Stipa De Altura Sl.","CALLE DIPUTACION, 10",41.55155327,-3.78932462,"12/07/2019","1102 - Elaboración de vinos","Explotación agrícola. Elaboración, distribución, comercialización, exportación de vinos, licores y sus derivados, productos alimenticios, bebidas, alcoholes y productos con ellos relacionados. Actividades educativas, deportivas y culturales. Turismo. Restauración. Actividades inmobiliarias. I+D+I","-","Administrador Solidario:  JOSE MARIA C...
Administrador Solidario:  FRANCISCO JAVIER C...","-","-","-","-","Activa","-","-","-","NO","Exporta","93.750 €","-","-","-","Moradillo de Roa"
"3537","Paramo De Corcos Sl","CARRETERA CL-603 ARANDA DEL DUERO-SEGOVIA, S/N",41.507867,-3.828406,"18/02/2000","1102 - Elaboración de vinos","LA EXPLOTACION AGRICOLA Y LA ELABORACION Y COMERCIALIZACION DE VINOS, LICORES Y SUS DERIVADOS.","Menor de 300 mil €","2007: 
2008: 359,98 %
2009: -16,44 %","Menos de 5","2005: 100,00 %
2006: 100,00 %
2007: 100,00 %
2008: 100,00 %
2009: 100,00 %","2005: 0 %
2006: 0 %
2007: 0 %
2008: 0 %
2009: 0 %","947530805","Activa","http://www.paramodecorcos.es"," -","","NO","Importa y Exporta","672.105 €","1 (año 2010)","2010","Positivo Consultar","Moradillo de Roa"
"3539","Bodegas Y Viñedos Monteabellon Sl","CALLE CALVARIO, S/N",41.61404508,-3.96387283,"19/12/2000","1102 - Elaboración de vinos","Elaboración de vinos, en exclusiva de Ribera del Duero, Rioja y Rueda.","Entre 3 y 6 millones €","2016: 
2017: 7,07 %
2018: 16,29 %","Entre 5 y 25","2014: 87,50 %
2015: 90,00 %
2016: 90,00 %
2017: 66,66 %
2018: 60,00 %","2014: 12,50 %
2015: 10,00 %
2016: 10,00 %
2017: 33,33 %
2018: 40,00 %","947550000","Activa","http://www.monteabellon.com","- -","https://www.facebook.com/monteabellon/, https://www.instagram.com/monteabellon/?hl=es","NO","Exporta","239.818 €","10 (año 2020)","2020","Positivo Consultar","Nava de Roa"
"3545","Viñedos Piedra Lagar Sl","CALLE JOSE ANTONIO, 81",41.612656,-3.964725,"10/09/2004","1102 - Elaboración de vinos","A) ELABORACION, CRIANZA Y COMERCIALIZACION DE VINOS. B) EXPLOTACION AGROPECUARIA DE FINCAS","Menor de 300 mil €","2017: 
2018: -16,69 %
2019: -10,23 %","-","Administrador:  MARTA G...
 FRANCISCO JAVIER G...:  MARTA G...","Administrador: Administrador
 FRANCISCO JAVIER G...: Administrador","-","Activa","-","-","-","NO","No constan","3.006 €","-","-","Positivo Consultar","Nava de Roa"
"3546","Valreinas Viñedo Y Bodega Sl.","AVENIDA ARANDA, 18",41.61163078,-3.96323444,"15/06/2017","1102 - Elaboración de vinos","Elaboración, crianza y venta de vinos, bebidas y derivados. Explotación agrícola y ganadera, la producción y transformación de sus productos y derivados y la prestación de servicios relacionados con todo ello. Servicio de hostelería y restauración","Menor de 300 mil €","2018: 
2019: -45,28 %","-","Administrador Único: ENERGIAS Y ACTIVOS RENOVABLES LATINO AMERICA SL
 FRANCISCO JAVIER E...: ENERGIAS Y ACTIVOS RENOVABLES LATINO AMERICA SL","Administrador Único: Apoderado
 FRANCISCO JAVIER E...: Apoderado","-","Activa","-","-","-","NO","No constan","15.000 €","-","-","Negativo Consultar","Nava de Roa"
"3547","La Manca De Salamanca Sl.","CARRETERA SAN MARTIN, 7",41.611682,-3.965596,"05/03/2013","1102 - Elaboración de vinos","Elaboración y comercialización de vino y productos derivados de la uva. Comercialización de productos agroalimentarios. El asesoramiento y gestión a personas fisicas y juridicas sobre temas relacionados con el turismo enologico. Adquisición, disfrute y enanjenación de toda clase de activos mobiliarios","Menor de 300 mil €","2016: 
2017: 57,26 %
2018: -86,12 %","-","Administrador Mancomunado:  MARIA PILAR F...
 ALVARO G...:  MARIA PILAR F...","Administrador Mancomunado: Administrador Mancomunado
 ALVARO G...: Administrador Mancomunado","-","Activa","-","-","-","NO","No constan","3.000 €","-","-","Negativo Consultar","Nava de Roa"
"3564","Bodegas Y Viñedos Escudero Sl","CALLE CAMINO EL RAMO, S/N",0,0,"22/12/1998","1102 - Elaboración de vinos","TODO LO RELACIONADO CON LA ELABORACION, PRODUCCION, DISTRIBUCION, VENTA LA MAYOR Y MENOR EN ESPANA Y EN EL EXTRANJERO, DE TODO TIPO DE BEBIDAS Y PRODUCTOS DE ALIMENTACION. LA EXPLOTACION DE NEGOCIOS RELACIONADOS CON EL R","Entre 300 y 600 mil €","2017: 
2018: -20,05 %
2019: 80,93 %","Entre 5 y 25","2015: 50,00 %
2016: 50,00 %
2017: 66,66 %
2018: 40,00 %
2019: 40,00 %","2015: 50,00 %
2016: 50,00 %
2017: 33,33 %
2018: 60,00 %
2019: 60,00 %","947551070","Activa","-","-","-","NO","Exporta","212.506 €","5 (año 2019)","2019","Positivo Consultar","Olmedillo de Roa"
"3565","Bodegas Carrillo Garcia Sl","CARRETERA ROA, S/N",41.782283,-3.932856,"13/04/2007","1102 - Elaboración de vinos","LA ELABORACION Y COMERCIALIZACION DE VINOS","Menor de 300 mil €","2016: 
2017: 9,73 %
2018: -5,53 %","Menos de 5","2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 75,00 %
2018: 100,00 %","2014: 0 %
2015: 0 %
2016: 0 %
2017: 25,00 %
2018: 0 %","947295800","Activa","-","-","-","NO","No constan","3.100 €","3 (año 2018)","2018","Positivo Consultar","Olmedillo de Roa"
"3568","Pagos De Matanegra S.l.","CALLE CANTARRANAS, 23",41.78251025,-3.93318783,"03/05/2005","1102 - Elaboración de vinos","LA REALIZACION DE ACTIVIDADES RELACIONADAS CON LA AGRICULTURA, SILVICULTURA, VITICULTURA Y GANADERIA. FABRICACION Y COMERCIALIZACION DE ORDENADORES, PROGRAMAS Y DEMAS PRODUCTOS INFORMATICOS. LA EJECUCION Y MANTENIMIENTO","Menor de 300 mil €","2006: 
2007: 9,98 %","-","Presidente:  CESAR M...
 JOSE LUIS E...:  CESAR M...","Presidente: Consejero Delegado
 JOSE LUIS E...: Consejero Delegado","947551310","Activa","-","-","-","NO","No constan","18.030,34 €","-","-","Negativo Consultar","Olmedillo de Roa"
"3595","Bodegas Rodero Sl","CARRETERA BOADA, S/N",41.747392,-3.955993,"11/09/1991","1102 - Elaboración de vinos","Elaboración y comercialización de vinos.","Entre 6 y 30 millones €","2017: 
2018: -12,7 %
2019: 11,34 %","Entre 5 y 25","2015: 73,68 %
2016: 71,42 %
2017: 73,68 %
2018: 56,52 %
2019: 60,87 %","2015: 26,31 %
2016: 28,57 %
2017: 26,31 %
2018: 43,47 %
2019: 39,13 %","947530046","Activa","http://www.bodegasrodero.com","Bodega Rodero situada en la Ribera del Duero, en Burgos, donde tradición e innovación se conjugan en un vino con carácter, personalidad y la máxima calidad. -","https://www.facebook.com/bodegascarmelorodero/, https://www.facebook.com/bodegascarmelorodero/, https://www.facebook.com/bodegascarmelorodero/, https://twitter.com/bodegasrodero, https://twitter.com/bodegasrodero, https://twitter.com/bodegasrodero, https://www.instagram.com/carmeloroderobodegas/, https://www.instagram.com/carmeloroderobodegas/, https://www.instagram.com/carmeloroderobodegas/","NO","Importa y Exporta","130.258,37 €","14 (año 2020)","2020","Positivo Consultar","Pedrosa de Duero"
"3596","Bodegas Hermanos Perez Pascuas Sl","AVENIDA RIBERA DEL DUERO (AVDA RIVERA DEL DUERO N 30), S/N",41.710893,-3.986177,"01/03/1994","1102 - Elaboración de vinos","Elaboración,crianza y comercialización de vinos.","Entre 3 y 6 millones €","2017: 
2018: -13,22 %
2019: -0,31 %","Entre 5 y 25","2015: 76,00 %
2016: 76,00 %
2017: 76,00 %
2018: 76,92 %
2019: 81,48 %","2015: 24,00 %
2016: 24,00 %
2017: 24,00 %
2018: 23,07 %
2019: 18,51 %","947530100","Activa","http://www.perezpascuas.com","Bodega Hermanos Pérez Pascuas es una de las bodegas de Ribera del Duero. Descubre la selección de nuestros vinos españoles con Denominación de Origen. -","https://www.facebook.com/perezpascuas/, https://www.facebook.com/perezpascuas/, https://www.facebook.com/perezpascuas/, https://www.instagram.com/vinapedrosa/, https://www.instagram.com/vinapedrosa/?hl=es, https://www.instagram.com/vinapedrosa/, https://www.linkedin.com/company/vi%C3%B1a-pedrosa---perez-pascuas/, https://www.linkedin.com/company/vi%C3%B1a-pedrosa---perez-pascuas/, https://www.linkedin.com/company/vi%C3%B1a-pedrosa---perez-pascuas/","NO","Importa y Exporta","534.589,5 €","23 (año 2020)","2020","Positivo Consultar","Pedrosa de Duero"
"3597","Bodegas Traslascuestas Sl","CR PEDROSA A MAMBRILLA - FINCA TRASLASCUESTA, S/N",0,0,"20/01/2010","1102 - Elaboración de vinos","Elaboracion, crianza, compraventa y comercializacion de vinos y otros productos derivados del mismo. Compraventa y explotacion de cualquier clase de finca destinada al cultivo de la vid, asi como su comercializacion. Fabricacion de envases que se utilicen en la elaboracion de vinos y sus derivados.","Entre 1,5 y 3 millones €","2017: 
2018: 14,57 %
2019: -2,32 %","Entre 5 y 25","2015: 100,00 %
2017: 100,00 %
2018: 100,00 %
2019: 83,33 %","2015: 0 %
2017: 0 %
2018: 0 %
2019: 16,66 %","945622480","Activa","-","-","-","NO","No constan","753.006 €","6 (año 2019)","2019","Positivo Consultar","Pedrosa de Duero"
"3599","Bodegas Cyatho Sl.","LUGAR FINCA TRASLASCUESTAS (CR PEDROSA A MAMBRILLA,), S/N",0,0,"20/01/2010","1102 - Elaboración de vinos","Elaboración de vinos con D.O. RUEDA","Entre 1,5 y 3 millones €","2017: 
2018: 13,57 %
2019: -4,07 %","-","Administrador Único:  CARLOS B...
 CARLOS B...: Director Financiero","Administrador Único: Gerente
 CARLOS B...:  CARLOS B...","945622480","Activa","http://www.pierola.com"," ","http://www.facebook.com/pages/Bodegas-Fernandez-de-Pierola/206905897616","NO","No constan","3.006 €","-","-","Positivo Consultar","Pedrosa de Duero"
"3602","Bodegas Viyuela Sl","CARRETERA QUINTANAMANVIRGO, S/N",0,0,"10/01/2003","1102 - Elaboración de vinos","LA ELABORACION, EXPLOTACION Y COMERCIALIZACION DE TODO TIPO DE VINOS.LA COMERCIALIZACION, COMPRA, VENTA Y DISTRIBUCION DE PRODUCTOS DERIVADOS DE LA UVA, SU IMPORTACION Y EXPORTACION. CONSTRUCCION, VENTA DE EDIFICACIONES","Entre 300 y 600 mil €","2016: 
2017: 29,52 %
2018: 88,49 %","Menos de 5","2014: 100,00 %
2015: 50,00 %
2016: 50,00 %
2017: 50,00 %
2018: 0 %","2014: 0 %
2015: 50,00 %
2016: 50,00 %
2017: 50,00 %
2018: 100,00 %","947530072","Activa","http://www.bodegasviyuela.com","- -","https://www.facebook.com/BodegaViyuela/, https://twitter.com/bodegasviyuela, //instagram.com/bodegasviyuela, //instagram.com/p/B4D3p28oKhF/, //instagram.com/p/B3_72dtnHzq/, //instagram.com/p/B1j-3keiZV5/, //instagram.com/p/B1fNdV4oMeA/, //instagram.com/p/B1bc-RiixKD/, //instagram.com/p/B1ZGuONiTrR/, https://www.instagram.com/bodegasviyuela/","NO","Exporta","2.489.622 €","2 (año 2018)","2018","Positivo Consultar","Pedrosa de Duero"
"3603","Bodegas Hermanos Paramo Arroyo Sl","CALLE VAL, 5",41.7130036,-3.98786763,"30/08/1991","1102 - Elaboración de vinos","CULTIVO DE UVA. ELABORACION DE VINO. EMBOTELLADO, COMERCIALIZACION Y VENTA DEL MISMO.","Entre 300 y 600 mil €","2016: 
2017: -4,57 %
2018: 54,89 %","Menos de 5","2014: 100,00 %
2015: 100,00 %
2016: 100,00 %
2017: 100,00 %
2018: 100,00 %","2014: 0 %
2015: 0 %
2016: 0 %
2017: 0 %
2018: 0 %","-","Activa","-","-","-","NO","Importa","252.425,09 €","3 (año 2018)","2018","Positivo Consultar","Pedrosa de Duero"
